"ordem","bloco","plot","tipo","tratamento","parcela","nu_li","tipo_nu","numero","nome_especie","cod_sp","grupo","survt1","survt2","survt3","survt4","survt6","survt7","excl_mort_t1","excl_mort_t2","excl_mort_t3","excl_mort_t4","excl_mort_t6","excl_mort_t7","excluir_total","survt1t4"
241,"2","54","LI","ND","54LIND","5",NA,2087,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"2","54","LI","ND","54LIND","5",NA,2097,"Schinus terebinthifolius","2","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
245,"2","54","LI","ND","54LIND","6",NA,2112,"Ocotea pulchella","16","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"2","54","LI","ND","54LIND","6",NA,2113,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"2","54","LI","ND","54LIND","6",NA,2114,"Syagrus romanzoffiana","17","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,"2","54","LI","ND","54LIND","6",NA,2117,"Eriotheca pentaphylla","27","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
249,"2","54","LI","ND","54LIND","6",NA,2118,"Calophyllum brasiliense","13","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
250,"2","54","LI","ND","54LIND","6",NA,2119,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"2","54","LI","ND","54LIND","6",NA,2120,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
253,"2","54","LI","ND","54LIND","6",NA,2122,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
254,"2","54","LI","ND","54LIND","6",NA,2123,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
255,"2","54","LI","ND","54LIND","6",NA,2124,"Ternstroemia brasiliensis","23","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
256,"2","54","LI","ND","54LIND","6",NA,2125,"Jacaranda puberula","15","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
258,"2","54","LI","ND","54LIND","6",NA,2127,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,"2","54","LI","ND","54LIND","6",NA,2132,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
261,"2","54","LI","ND","54LIND","6",NA,2133,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,"2","54","LI","ND","54LIND","6",NA,2134,"Eugenia brasiliensis","25","NP",1,1,1,1,1,0,0,0,0,0,0,0,0,1
264,"2","54","LI","ND","54LIND","7",NA,2145,"Myrsine coriacea","1","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0
265,"2","54","LI","ND","54LIND","7",NA,2147,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
268,"2","54","LI","ND","54LIND","7",NA,2156,"Schinus terebinthifolius","2","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
269,"2","54","LI","ND","54LIND","8",NA,2160,"Myrcia multiflora","22","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
270,"2","54","LI","ND","54LIND","8",NA,2161,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
271,"2","54","LI","ND","54LIND","8",NA,2162,"Ternstroemia brasiliensis","23","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
272,"2","54","LI","ND","54LIND","8",NA,2163,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
273,"2","54","LI","ND","54LIND","8",NA,2164,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
274,"2","54","LI","ND","54LIND","8",NA,2165,"Bicuiba oleifera","20","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
275,"2","54","LI","ND","54LIND","8",NA,2166,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
276,"2","54","LI","ND","54LIND","8",NA,2168,"Euterpe edulis","28","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
278,"2","54","LI","ND","54LIND","8",NA,2170,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
279,"2","54","LI","ND","54LIND","8",NA,2171,"Myrcia ilheosensis","26","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
280,"2","54","LI","ND","54LIND","8",NA,2172,"Eugenia brasiliensis","25","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
282,"2","54","LI","ND","54LIND","8",NA,2174,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,"2","54","LI","ND","54LIND","8",NA,2175,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
284,"2","54","LI","ND","54LIND","8",NA,2176,"Ternstroemia brasiliensis","23","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
285,"2","54","LI","ND","54LIND","8",NA,2177,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
287,"2","54","LI","ND","54LIND","8",NA,2179,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
288,"2","54","LI","ND","54LIND","8",NA,2180,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
289,"2","54","LI","ND","54LIND","8",NA,2181,"Eugenia astringens","24","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
290,"2","54","LI","ND","54LIND","8",NA,2184,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
291,"2","54","LI","ND","54LIND","9",NA,2186,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
292,"2","54","LI","ND","54LIND","9",NA,2187,"Aegiphila verticillata","6","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
293,"2","54","LI","ND","54LIND","9",NA,2190,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
294,"2","54","LI","ND","54LIND","9",NA,2193,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,"2","54","LI","ND","54LIND","9",NA,2194,"Schinus terebinthifolius","2","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
297,"2","54","LI","ND","54LIND","9",NA,2205,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
298,"2","54","LI","ND","54LIND","9",NA,2207,"Aegiphila verticillata","6","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
299,"2","54","LI","ND","54LIND","10",NA,2213,"Syagrus romanzoffiana","17","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"2","54","LI","ND","54LIND","10",NA,2220,"Eriotheca pentaphylla","27","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
302,"2","54","LI","ND","54LIND","10",NA,2225,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
303,"2","54","LI","ND","54LIND","10",NA,2226,"Euterpe edulis","28","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
304,"2","54","LI","ND","54LIND","10",NA,2227,"Ocotea pulchella","16","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
305,"2","54","LI","ND","54LIND","10",NA,2230,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
306,"2","54","LI","ND","54LIND","10",NA,2231,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
308,"2","54","LI","ND","54LIND","11",NA,2240,"Myrsine coriacea","1","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
310,"2","54","LI","ND","54LIND","11",NA,2242,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
311,"2","54","LI","ND","54LIND","11",NA,2243,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
312,"2","53","NU","TV","53NUTV","A010","A",2243,"Citharexylum myrianthum","4","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
313,"2","53","NU","TV","53NUTV","A010","A",2244,"Eriotheca pentaphylla","27","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
314,"2","53","NU","TV","53NUTV","A010","A",2245,"Aegiphila verticillata","6","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
7371,"2","53","NU","TV","53NUTV","A010","A",2246,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
315,"2","53","NU","TV","53NUTV","A010","A",2247,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
316,"2","53","NU","TV","53NUTV","A010","A",2248,"Myrcia multiflora","22","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
317,"2","53","NU","TV","53NUTV","A010","A",2249,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
318,"2","53","NU","TV","53NUTV","A010","A",2250,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,"2","53","NU","TV","53NUTV","A010","A",2251,"Euterpe edulis","28","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
320,"2","53","NU","TV","53NUTV","A010","A",2252,"Pouteria sp.","21","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
321,"2","53","NU","TV","53NUTV","A010","A",2253,"Myrsine coriacea","1","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
323,"2","53","NU","TV","53NUTV","A010","A",2255,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
324,"2","53","NU","TV","53NUTV","B007","B",2282,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
325,"2","53","NU","TV","53NUTV","B007","B",2283,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,"2","53","NU","TV","53NUTV","B007","B",2284,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
327,"2","53","NU","TV","53NUTV","B007","B",2285,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
328,"2","53","NU","TV","53NUTV","B007","B",2286,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
329,"2","53","NU","TV","53NUTV","B007","B",2287,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
330,"2","53","NU","TV","53NUTV","B007","B",2288,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
331,"2","53","NU","TV","53NUTV","B007","B",2289,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
332,"2","53","NU","TV","53NUTV","B007","B",2290,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
333,"2","53","NU","TV","53NUTV","B007","B",2291,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,"2","53","NU","TV","53NUTV","B007","B",2292,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
335,"2","53","NU","TV","53NUTV","B007","B",2293,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
336,"2","53","NU","TV","53NUTV","B007","B",2294,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
337,"2","53","NU","TV","53NUTV","A012","A",2295,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
338,"2","53","NU","TV","53NUTV","A012","A",2296,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,"2","53","NU","TV","53NUTV","A012","A",2297,"Aegiphila verticillata","6","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
340,"2","53","NU","TV","53NUTV","A012","A",2298,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
341,"2","53","NU","TV","53NUTV","A012","A",2299,"Eugenia astringens","24","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
342,"2","53","NU","TV","53NUTV","A012","A",2300,"Myrcia multiflora","22","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
343,"2","53","NU","TV","53NUTV","A012","A",2301,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
344,"2","53","NU","TV","53NUTV","A012","A",2302,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
345,"2","53","NU","TV","53NUTV","A012","A",2303,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,"2","53","NU","TV","53NUTV","A012","A",2304,"Pouteria sp.","21","NP",1,1,1,0,0,0,0,1,0,0,0,0,0,0
347,"2","53","NU","TV","53NUTV","A012","A",2305,"Myrsine coriacea","1","P",1,1,1,0,0,0,0,0,0,0,0,0,0,0
348,"2","53","NU","TV","53NUTV","A012","A",2306,"Ocotea pulchella","16","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
350,"2","53","NU","TV","53NUTV","B008","B",2334,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
351,"2","53","NU","TV","53NUTV","B008","B",2335,"Eriotheca pentaphylla","27","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
352,"2","53","NU","TV","53NUTV","B008","B",2336,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
353,"2","53","NU","TV","53NUTV","B008","B",2337,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,"2","53","NU","TV","53NUTV","B008","B",2339,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
356,"2","53","NU","TV","53NUTV","B008","B",2340,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
358,"2","53","NU","TV","53NUTV","B008","B",2342,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,"2","53","NU","TV","53NUTV","B008","B",2343,"Ternstroemia brasiliensis","23","NP",1,1,1,1,0,0,0,1,0,0,0,0,0,1
360,"2","53","NU","TV","53NUTV","B008","B",2344,"Myrsine coriacea","1","P",1,1,1,0,0,0,0,0,0,0,0,0,0,0
361,"2","53","NU","TV","53NUTV","B008","B",2345,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
362,"2","53","NU","TV","53NUTV","B008","B",2346,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
363,"2","53","NU","TV","53NUTV","A013","A",2373,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
364,"2","53","NU","TV","53NUTV","A013","A",2374,"Eriotheca pentaphylla","27","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
365,"2","53","NU","TV","53NUTV","A013","A",2375,"Aegiphila verticillata","6","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
366,"2","53","NU","TV","53NUTV","A013","A",2376,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
367,"2","53","NU","TV","53NUTV","A013","A",2377,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
368,"2","53","NU","TV","53NUTV","A013","A",2378,"Myrcia multiflora","22","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
369,"2","53","NU","TV","53NUTV","A013","A",2379,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
370,"2","53","NU","TV","53NUTV","A013","A",2380,"Bicuiba oleifera","20","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
371,"2","53","NU","TV","53NUTV","A013","A",2381,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
373,"2","53","NU","TV","53NUTV","A013","A",2383,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
374,"2","53","NU","TV","53NUTV","A013","A",2384,"Ocotea pulchella","16","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
376,"2","53","NU","TV","53NUTV","B009","B",2386,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
377,"2","53","NU","TV","53NUTV","B009","B",2387,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
378,"2","53","NU","TV","53NUTV","B009","B",2388,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
379,"2","53","NU","TV","53NUTV","B009","B",2389,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
380,"2","53","NU","TV","53NUTV","B009","B",2390,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
381,"2","53","NU","TV","53NUTV","B009","B",2391,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
382,"2","53","NU","TV","53NUTV","B009","B",2392,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
383,"2","53","NU","TV","53NUTV","B009","B",2393,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
384,"2","53","NU","TV","53NUTV","B009","B",2394,"Euterpe edulis","28","NP",1,1,1,1,1,0,0,0,0,0,0,0,0,1
385,"2","53","NU","TV","53NUTV","B009","B",2395,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
386,"2","53","NU","TV","53NUTV","B009","B",2396,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
387,"2","53","NU","TV","53NUTV","B009","B",2397,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
388,"2","53","NU","TV","53NUTV","B009","B",2398,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
392,"2","53","NU","TV","53NUTV","A014","A",2464,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
393,"2","53","NU","TV","53NUTV","A014","A",2465,"Eriotheca pentaphylla","27","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
394,"2","53","NU","TV","53NUTV","A014","A",2466,"Aegiphila verticillata","6","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
395,"2","53","NU","TV","53NUTV","A014","A",2467,"Syagrus romanzoffiana","17","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
396,"2","53","NU","TV","53NUTV","A014","A",2468,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
397,"2","53","NU","TV","53NUTV","A014","A",2469,"Myrcia multiflora","22","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
398,"2","53","NU","TV","53NUTV","A014","A",2470,"Erythrina speciosa","3","P",1,1,0,0,1,1,0,0,0,0,0,0,0,0
399,"2","53","NU","TV","53NUTV","A014","A",2471,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,"2","53","NU","TV","53NUTV","A014","A",2472,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,"2","53","NU","TV","53NUTV","A014","A",2473,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
402,"2","53","NU","TV","53NUTV","A014","A",2474,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
403,"2","53","NU","TV","53NUTV","A014","A",2475,"Ocotea pulchella","16","NP",1,0,1,1,0,0,0,0,0,0,0,0,0,1
404,"2","53","NU","TV","53NUTV","A014","A",2476,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
406,"2","53","NU","TV","53NUTV","A015","A",2490,"Citharexylum myrianthum","4","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
407,"2","53","NU","TV","53NUTV","A015","A",2491,"Eriotheca pentaphylla","27","NP",0,0,1,0,0,0,0,0,0,0,0,0,0,NA
408,"2","53","NU","TV","53NUTV","A015","A",2492,"Aegiphila verticillata","6","P",1,1,0,0,0,0,0,1,0,0,0,0,0,0
409,"2","53","NU","TV","53NUTV","A015","A",2493,"Syagrus romanzoffiana","17","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
410,"2","53","NU","TV","53NUTV","A015","A",2494,"Eugenia astringens","24","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,"2","53","NU","TV","53NUTV","A015","A",2495,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,"2","53","NU","TV","53NUTV","A015","A",2496,"Erythrina speciosa","3","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
413,"2","53","NU","TV","53NUTV","A015","A",2497,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,"2","53","NU","TV","53NUTV","A015","A",2498,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
415,"2","53","NU","TV","53NUTV","A015","A",2499,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
416,"2","53","NU","TV","53NUTV","A015","A",2500,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
417,"2","53","NU","TV","53NUTV","A015","A",2501,"Ocotea pulchella","16","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
418,"2","53","NU","TV","53NUTV","A015","A",2502,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
422,"2","53","NU","TV","53NUTV","A018","A",2568,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
423,"2","53","NU","TV","53NUTV","A018","A",2569,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
424,"2","53","NU","TV","53NUTV","A018","A",2570,"Aegiphila verticillata","6","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,"2","53","NU","TV","53NUTV","A018","A",2571,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
426,"2","53","NU","TV","53NUTV","A018","A",2572,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
427,"2","53","NU","TV","53NUTV","A018","A",2573,"Myrcia multiflora","22","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
428,"2","53","NU","TV","53NUTV","A018","A",2574,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
429,"2","53","NU","TV","53NUTV","A018","A",2575,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
430,"2","53","NU","TV","53NUTV","A018","A",2576,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
431,"2","53","NU","TV","53NUTV","A018","A",2577,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
432,"2","53","NU","TV","53NUTV","A018","A",2578,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
433,"2","53","NU","TV","53NUTV","A018","A",2579,"Ocotea pulchella","16","NP",1,1,1,1,1,1,0,0,0,0,1,0,0,1
434,"2","53","NU","TV","53NUTV","A018","A",2580,"Schinus terebinthifolius","2","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
435,"2","53","NU","TV","53NUTV","B010","B",2581,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
436,"2","53","NU","TV","53NUTV","B010","B",2582,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
437,"2","53","NU","TV","53NUTV","B010","B",2583,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
438,"2","53","NU","TV","53NUTV","B010","B",2584,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
439,"2","53","NU","TV","53NUTV","B010","B",2585,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
440,"2","53","NU","TV","53NUTV","B010","B",2586,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
441,"2","53","NU","TV","53NUTV","B010","B",2587,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
442,"2","53","NU","TV","53NUTV","B010","B",2588,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
7372,"2","53","NU","TV","53NUTV","B010","B",2589,"Euterpe edulis","28","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
443,"2","53","NU","TV","53NUTV","B010","B",2590,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
444,"2","53","NU","TV","53NUTV","B010","B",2591,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
445,"2","53","NU","TV","53NUTV","B010","B",2592,"Calophyllum brasiliense","13","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
446,"2","53","NU","TV","53NUTV","B010","B",2593,"Schinus terebinthifolius","2","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
447,"2","53","NU","TV","53NUTV","B011","B",2633,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
448,"2","53","NU","TV","53NUTV","B011","B",2634,"Eriotheca pentaphylla","27","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
449,"2","53","NU","TV","53NUTV","B011","B",2635,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
450,"2","53","NU","TV","53NUTV","B011","B",2636,"Myrcia ilheosensis","26","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
451,"2","53","NU","TV","53NUTV","B011","B",2637,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
452,"2","53","NU","TV","53NUTV","B011","B",2638,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
453,"2","53","NU","TV","53NUTV","B011","B",2639,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
454,"2","53","NU","TV","53NUTV","B011","B",2640,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
455,"2","53","NU","TV","53NUTV","B011","B",2641,"Euterpe edulis","28","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
456,"2","53","NU","TV","53NUTV","B011","B",2642,"Ternstroemia brasiliensis","23","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
457,"2","53","NU","TV","53NUTV","B011","B",2643,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
458,"2","53","NU","TV","53NUTV","B011","B",2644,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
459,"2","53","NU","TV","53NUTV","B011","B",2645,"Schinus terebinthifolius","2","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
