"","mean","low","upp"
"P-NP (LI)",8.31300027776478,0.70283332156735,32.5581843828309
"P-NP (NU)",4.80345310265362,0.436662230733797,19.2498960958962
"NU-LI (P)",1.18728423756515,0.918774146214577,1.5117356238682
"NU-LI (NP)",2.02826212577377,1.65989699117433,2.43617334697647
